timestamp,datetime,Acquisition_Flag,Active,Beam,Experiment_Message,IP,LumiScan_Status,Nominal_Separation,Nominal_Separation_Plane,Plane,Read_Nominal_Displacement_B1_sepPlane,Read_Nominal_Displacement_B1_xingPlane,Read_Nominal_Displacement_B2_sepPlane,Read_Nominal_Displacement_B2_xingPlane,Scan_Name,Set_Nominal_Displacement_B1_sepPlane,Set_Nominal_Displacement_B1_xingPlane,Set_Nominal_Displacement_B2_sepPlane,Set_Nominal_Displacement_B2_xingPlane,Step,Step_Progress
1694094903.406788,2023-09-07 13:55:03.406788096+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.057834845,-0.020530774,0.057834845,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,0.0,0.0
1694094908.408063,2023-09-07 13:55:08.408062976+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.057834845,-0.020530774,0.057834845,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,0.0,0.0
1694094952.171445,2023-09-07 13:55:52.171444992+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,10.0
1694094952.172701,2023-09-07 13:55:52.172700928+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,10.0
1694094953.173326,2023-09-07 13:55:53.173326080+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,9.0
1694094954.174331,2023-09-07 13:55:54.174330880+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,8.0
1694094955.17521,2023-09-07 13:55:55.175209984+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,7.0
1694094956.17629,2023-09-07 13:55:56.176290048+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,6.0
1694094957.177423,2023-09-07 13:55:57.177423104+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,5.0
1694094958.178121,2023-09-07 13:55:58.178121216+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,4.0
1694094959.178961,2023-09-07 13:55:59.178961152+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,3.0
1694094960.1799831,2023-09-07 13:56:00.179983104+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,2.0
1694094961.181274,2023-09-07 13:56:01.181273856+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,1.0,1.0
1694094962.1822648,2023-09-07 13:56:02.182264832+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,2.0,0.0
1694094962.183504,2023-09-07 13:56:02.183504128+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.385171861636732,CROSSING,MIXED,0.020530774,-0.250420776,-0.020530774,0.250420776,EmittanceScan,0.0,-0.192585930818366,-0.0,0.192585930818366,2.0,0.0
1694094973.260527,2023-09-07 13:56:13.260526848+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,10.0
1694094974.262123,2023-09-07 13:56:14.262123008+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,9.0
1694094975.2637181,2023-09-07 13:56:15.263718144+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,8.0
1694094976.2652361,2023-09-07 13:56:16.265236224+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,7.0
1694094977.266864,2023-09-07 13:56:17.266864128+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,6.0
1694094978.267812,2023-09-07 13:56:18.267812096+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,5.0
1694094979.268959,2023-09-07 13:56:19.268958976+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,4.0
1694094980.270316,2023-09-07 13:56:20.270315776+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,3.0
1694094981.271989,2023-09-07 13:56:21.271988992+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,2.0
1694094982.2737901,2023-09-07 13:56:22.273790208+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,3.0,1.0
1694094983.2756941,2023-09-07 13:56:23.275694080+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,4.0,0.0
1694094983.27699,2023-09-07 13:56:23.276989952+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.3301473099743418,CROSSING,MIXED,0.020530774,-0.2229085,-0.020530774,0.2229085,EmittanceScan,0.0,-0.1650736549871709,-0.0,0.1650736549871709,4.0,0.0
1694094993.742773,2023-09-07 13:56:33.742772992+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,10.0
1694094994.743786,2023-09-07 13:56:34.743785984+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,9.0
1694094995.7453592,2023-09-07 13:56:35.745359104+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,8.0
1694094996.74669,2023-09-07 13:56:36.746690048+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,7.0
1694094997.748862,2023-09-07 13:56:37.748861952+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,6.0
1694094998.750679,2023-09-07 13:56:38.750679040+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,5.0
1694094999.751946,2023-09-07 13:56:39.751945984+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,4.0
1694095000.753017,2023-09-07 13:56:40.753016832+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,3.0
1694095001.754431,2023-09-07 13:56:41.754430976+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,2.0
1694095002.7558422,2023-09-07 13:56:42.755842304+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,5.0,1.0
1694095003.758393,2023-09-07 13:56:43.758393088+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,6.0,0.0
1694095003.7596471,2023-09-07 13:56:43.759647232+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.2751227583119515,CROSSING,MIXED,0.020530774,-0.195396224,-0.020530774,0.195396224,EmittanceScan,0.0,-0.13756137915597574,-0.0,0.13756137915597574,6.0,0.0
1694095014.2227752,2023-09-07 13:56:54.222775296+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,10.0
1694095015.22382,2023-09-07 13:56:55.223820032+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,9.0
1694095016.22479,2023-09-07 13:56:56.224790016+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,8.0
1694095017.2258391,2023-09-07 13:56:57.225839104+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,7.0
1694095018.226892,2023-09-07 13:56:58.226892032+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,6.0
1694095019.227908,2023-09-07 13:56:59.227907840+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,5.0
1694095020.22909,2023-09-07 13:57:00.229090048+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,4.0
1694095021.230035,2023-09-07 13:57:01.230034944+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,3.0
1694095022.2310429,2023-09-07 13:57:02.231042816+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,2.0
1694095023.232032,2023-09-07 13:57:03.232032+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,7.0,1.0
1694095024.232908,2023-09-07 13:57:04.232908032+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,8.0,0.0
1694095024.2341409,2023-09-07 13:57:04.234140928+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.22009820664956115,CROSSING,MIXED,0.020530774,-0.167883948,-0.020530774,0.167883948,EmittanceScan,0.0,-0.11004910332478057,-0.0,0.11004910332478057,8.0,0.0
1694095034.69814,2023-09-07 13:57:14.698139904+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,10.0
1694095035.6993072,2023-09-07 13:57:15.699307264+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,9.0
1694095036.7003841,2023-09-07 13:57:16.700384256+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,8.0
1694095037.701605,2023-09-07 13:57:17.701605120+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,7.0
1694095038.702851,2023-09-07 13:57:18.702851072+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,6.0
1694095039.704565,2023-09-07 13:57:19.704564992+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,5.0
1694095040.705726,2023-09-07 13:57:20.705725952+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,4.0
1694095041.707052,2023-09-07 13:57:21.707052032+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,3.0
1694095042.708463,2023-09-07 13:57:22.708462848+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,2.0
1694095043.710205,2023-09-07 13:57:23.710205184+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,9.0,1.0
1694095044.711925,2023-09-07 13:57:24.711924992+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,10.0,0.0
1694095044.7131472,2023-09-07 13:57:24.713147136+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.1650736549871709,CROSSING,MIXED,0.020530774,-0.140371672,-0.020530774,0.140371672,EmittanceScan,0.0,-0.08253682749358544,-0.0,0.08253682749358544,10.0,0.0
1694095054.5775952,2023-09-07 13:57:34.577595136+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,10.0
1694095055.5789351,2023-09-07 13:57:35.578935040+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,9.0
1694095056.580395,2023-09-07 13:57:36.580395008+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,8.0
1694095057.5817852,2023-09-07 13:57:37.581785088+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,7.0
1694095058.582818,2023-09-07 13:57:38.582818048+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,6.0
1694095059.5836918,2023-09-07 13:57:39.583691776+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,5.0
1694095060.584933,2023-09-07 13:57:40.584933120+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,4.0
1694095061.5875192,2023-09-07 13:57:41.587519232+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,3.0
1694095062.5886462,2023-09-07 13:57:42.588646144+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,2.0
1694095063.589837,2023-09-07 13:57:43.589837056+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,11.0,1.0
1694095064.590692,2023-09-07 13:57:44.590692096+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,12.0,0.0
1694095064.591938,2023-09-07 13:57:44.591938048+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.11004910332478057,CROSSING,MIXED,0.020530774,-0.112859396,-0.020530774,0.112859396,EmittanceScan,0.0,-0.055024551662390286,-0.0,0.055024551662390286,12.0,0.0
1694095074.756054,2023-09-07 13:57:54.756054016+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,10.0
1694095075.757215,2023-09-07 13:57:55.757214976+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,9.0
1694095076.7582772,2023-09-07 13:57:56.758277120+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,8.0
1694095077.759278,2023-09-07 13:57:57.759278080+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,7.0
1694095078.760418,2023-09-07 13:57:58.760418048+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,6.0
1694095079.761571,2023-09-07 13:57:59.761570816+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,5.0
1694095080.762661,2023-09-07 13:58:00.762660864+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,4.0
1694095081.7650151,2023-09-07 13:58:01.765015040+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,3.0
1694095082.766794,2023-09-07 13:58:02.766793984+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,2.0
1694095083.768496,2023-09-07 13:58:03.768496128+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,13.0,1.0
1694095084.769445,2023-09-07 13:58:04.769444864+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,14.0,0.0
1694095084.770688,2023-09-07 13:58:04.770688+00:00,0.0,1.0,3.0,EmittanceScan,32.0,TRIMMING,-0.05502455166239031,CROSSING,MIXED,0.020530774,-0.08534712,-0.020530774,0.08534712,EmittanceScan,0.0,-0.027512275831195154,-0.0,0.027512275831195154,14.0,0.0
1694095095.235068,2023-09-07 13:58:15.235068160+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,0.0,CROSSING,MIXED,0.020530774,-0.057834844,-0.020530774,0.057834844,EmittanceScan,0.0,0.0,-0.0,-0.0,15.0,10.0
1694095096.236063,2023-09-07 13:58:16.236062976+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,0.0,CROSSING,MIXED,0.020530774,-0.057834844,-0.020530774,0.057834844,EmittanceScan,0.0,0.0,-0.0,-0.0,15.0,9.0
1694095097.237204,2023-09-07 13:58:17.237203968+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,0.0,CROSSING,MIXED,0.020530774,-0.057834844,-0.020530774,0.057834844,EmittanceScan,0.0,0.0,-0.0,-0.0,15.0,8.0
1694095098.238191,2023-09-07 13:58:18.238190848+00:00,1.0,1.0,3.0,EmittanceScan,32.0,ACQUIRING,0.0,CROSSING,MIXED,0.020530774,-0.057834844,-0.020530774,0.057834844,EmittanceScan,0.0,0.0,-0.0,-0.0,15.0,7.0
